Motivo da viagem,Acompanhantes por faixa etária,Atrativos visitados,Data de chegada,Data de partida,Cidade e estado de origem,Grau de escolaridade,Ocupação profissional,Renda familiar,Gasto médio diário em Olímpia,Perfil_Latente_Gerador
Eventos,Grupo de amigos,Participar de eventos da cidade,2025-08-20,2025-08-24,São Paulo - SP,Ensino Médio,Aposentado,3 a 6 salários mínimos,413.13,Turista de Evento
Lazer,Família com crianças,Parques aquáticos,2025-12-29,2026-01-02,São José do Rio Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,737.52,Familia de parques aquaticos
Lazer,Sozinho,Parques aquáticos,2025-07-22,2025-07-28,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,460.97,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-10-16,2025-10-21,São Paulo - SP,Pós-graduação,Assalariado,Mais de 10 salários mínimos,1976.23,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-10-10,2025-10-14,Goiânia - GO,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1142.81,Turista fiel premium
Eventos,Sozinho,Participar de eventos da cidade,2025-08-21,2025-08-28,São Paulo - SP,Superior Incompleto,CLT,6 a 10 salários mínimos,298.28,Turista de Evento
Negócios,Sozinho,Hoteis,2025-07-17,2025-07-18,Belo Horizonte - MG,Ensino Médio,Estudante,Até 3 salários mínimos,215.89,Turista Corporativo
Visitar familiares,Família com crianças,Participar de eventos da cidade,2025-07-07,2025-07-15,São Paulo - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,169.95,Turista econômico
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-12-07,2025-12-14,São Paulo - SP,Superior Completo,Aposentado,Até 3 salários mínimos,549.92,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-07-11,2025-07-15,São Paulo - SP,Pós-graduação,Servidor Público,3 a 6 salários mínimos,1848.67,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-07-08,2025-07-14,Curitiba - PR,Superior Completo,Empresário/Profissional Liberal,6 a 10 salários mínimos,490.4,Familia de parques aquaticos
Negócios,Casal,Hoteis,2025-12-15,2025-12-19,São José do Rio Preto - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,1695.42,Turista Corporativo
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-11-03,2025-11-06,São Paulo - SP,Superior Incompleto,Servidor Público,Mais de 10 salários mínimos,766.5,Casal de fim de semana
Eventos,Casal,Participar de eventos da cidade,2025-08-18,2025-08-23,São Paulo - SP,Ensino Médio,Aposentado,3 a 6 salários mínimos,370.78,Turista de Evento
Lazer,Sozinho,Parques aquáticos,2025-01-22,2025-01-29,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,726.72,Familia de parques aquaticos
Saúde/Bem-estar,Família com crianças,Parques aquáticos,2025-01-06,2025-01-13,Goiânia - GO,Pós-graduação,Servidor Público,Até 3 salários mínimos,548.94,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-09-01,2025-09-03,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,129.81,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-01-07,2025-01-12,São Paulo - SP,Superior Completo,Aposentado,6 a 10 salários mínimos,774.78,Familia de parques aquaticos
Lazer,Família com crianças,"Restaurantes, parques, saídas à noite",2025-02-17,2025-02-22,Campinas - SP,Superior Completo,Servidor Público,Mais de 10 salários mínimos,738.11,Familia de parques aquaticos
Negócios,Grupo de amigos,Parques aquáticos,2025-06-09,2025-06-13,São Paulo - SP,Superior Completo,Estudante,3 a 6 salários mínimos,563.31,Turista Corporativo
Lazer,Casal,Parques aquáticos,2025-12-21,2025-12-28,São Paulo - SP,Superior Completo,Empresário/Profissional Liberal,Mais de 10 salários mínimos,674.54,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-07,2025-09-09,Campinas - SP,Pós-graduação,Aposentado,6 a 10 salários mínimos,727.51,Casal de fim de semana
Negócios,Sozinho,Hoteis,2025-05-20,2025-05-24,São Paulo - SP,Superior Completo,Estudante,Até 3 salários mínimos,154.43,Turista Corporativo
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2025-06-05,2025-06-09,São José do Rio Preto - SP,Pós-graduação,Estudante,Mais de 10 salários mínimos,1524.51,Turista fiel premium
Negócios,Sozinho,Participar de eventos da cidade,2025-08-21,2025-08-24,Ribeirão Preto - SP,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,158.76,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-12-31,2026-01-04,Goiânia - GO,Pós-graduação,Estudante,3 a 6 salários mínimos,1149.93,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-12-24,2025-12-31,São José do Rio Preto - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1506.36,Turista econômico
Negócios,Sozinho,Hoteis,2025-07-30,2025-07-31,São Paulo - SP,Ensino Médio,Servidor Público,Até 3 salários mínimos,213.77,Turista Corporativo
Lazer,Casal,Parques aquáticos,2025-10-12,2025-10-17,Belo Horizonte - MG,Ensino Médio,Aposentado,6 a 10 salários mínimos,473.44,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-02-16,2025-02-22,Curitiba - PR,Ensino Médio,CLT,Mais de 10 salários mínimos,182.31,Turista econômico
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-11-02,2025-11-06,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,723.65,Casal de fim de semana
Lazer,Grupo de amigos,Conhecer pontos turísticos principais,2025-12-24,2025-12-29,São Paulo - SP,Superior Incompleto,CLT,Até 3 salários mínimos,569.16,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-12-15,2025-12-19,Goiânia - GO,Superior Completo,Estudante,3 a 6 salários mínimos,522.99,Familia de parques aquaticos
Lazer,Grupo de amigos,"Restaurantes, parques, saídas à noite",2025-04-19,2025-04-21,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,3 a 6 salários mínimos,346.52,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-07-28,2025-08-02,Belo Horizonte - MG,Superior Completo,Assalariado,6 a 10 salários mínimos,597.48,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-05,2025-09-09,Ribeirão Preto - SP,Ensino Médio,CLT,6 a 10 salários mínimos,764.71,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-01-03,2025-01-08,Belo Horizonte - MG,Ensino Médio,Empresário/Profissional Liberal,6 a 10 salários mínimos,764.46,Familia de parques aquaticos
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-07-21,2025-07-28,Campinas - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,349.84,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-11-28,2025-12-04,Goiânia - GO,Superior Incompleto,Estudante,6 a 10 salários mínimos,706.59,Familia de parques aquaticos
Lazer,Grupo de amigos,Parques aquáticos,2025-07-05,2025-07-11,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,784.68,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-18,2025-07-24,São Paulo - SP,Ensino Médio,Estudante,Até 3 salários mínimos,183.84,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-01-23,2025-01-28,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,752.94,Familia de parques aquaticos
Visitar familiares,Família com crianças,Participar de eventos da cidade,2025-07-09,2025-07-16,Campinas - SP,Pós-graduação,Assalariado,Mais de 10 salários mínimos,1077.37,Turista econômico
Visitar familiares,Família com crianças,Parques aquáticos,2025-10-11,2025-10-13,Ribeirão Preto - SP,Pós-graduação,CLT,3 a 6 salários mínimos,1382.32,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-12-30,2026-01-05,Belo Horizonte - MG,Superior Completo,Servidor Público,Mais de 10 salários mínimos,631.68,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-21,2025-01-26,Ribeirão Preto - SP,Superior Completo,CLT,Mais de 10 salários mínimos,718.67,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-01-13,2025-01-17,São Paulo - SP,Superior Completo,Assalariado,3 a 6 salários mínimos,458.09,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-10-13,2025-10-19,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,719.77,Familia de parques aquaticos
Eventos,Família com crianças,Participar de eventos da cidade,2025-08-20,2025-08-24,São Paulo - SP,Superior Incompleto,Estudante,3 a 6 salários mínimos,324.12,Turista de Evento
Visitar familiares,Sozinho,Conhecer pontos turísticos principais,2025-07-06,2025-07-15,Belo Horizonte - MG,Superior Completo,Servidor Público,6 a 10 salários mínimos,153.41,Turista econômico
Lazer,Sozinho,Parques aquáticos,2025-12-21,2025-12-25,São Paulo - SP,Pós-graduação,CLT,6 a 10 salários mínimos,271.38,Familia de parques aquaticos
Negócios,Sozinho,Participar de eventos da cidade,2025-02-13,2025-02-16,São Paulo - SP,Superior Incompleto,Empresário/Profissional Liberal,Até 3 salários mínimos,242.4,Turista Corporativo
Visitar familiares,Grupo de amigos,Conhecer pontos turísticos principais,2025-07-22,2025-07-31,Curitiba - PR,Ensino Médio,Empresário/Profissional Liberal,Até 3 salários mínimos,181.91,Turista econômico
Lazer,Sozinho,Hoteis,2025-06-09,2025-06-10,Belo Horizonte - MG,Ensino Médio,Aposentado,Até 3 salários mínimos,140.91,Turista Corporativo
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-20,2025-07-28,Belo Horizonte - MG,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,125.81,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-02-17,2025-02-26,São Paulo - SP,Pós-graduação,Aposentado,Até 3 salários mínimos,112.3,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-12-30,2026-01-05,Goiânia - GO,Superior Completo,Assalariado,6 a 10 salários mínimos,528.36,Familia de parques aquaticos
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-08,2025-09-10,Ribeirão Preto - SP,Pós-graduação,Aposentado,3 a 6 salários mínimos,549.18,Casal de fim de semana
Negócios,Casal,"Restaurantes, parques, saídas à noite",2025-10-31,2025-11-03,São Paulo - SP,Superior Completo,Assalariado,6 a 10 salários mínimos,615.89,Casal de fim de semana
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-09-06,2025-09-09,São José do Rio Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,517.41,Casal de fim de semana
Lazer,Família com crianças,Parques aquáticos,2025-12-18,2025-12-25,São Paulo - SP,Pós-graduação,Empresário/Profissional Liberal,Até 3 salários mínimos,184.0,Familia de parques aquaticos
Eventos,Grupo de amigos,Participar de eventos da cidade,2025-08-20,2025-08-25,São Paulo - SP,Pós-graduação,Assalariado,3 a 6 salários mínimos,134.88,Turista de Evento
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-01-18,2025-01-26,São Paulo - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,166.21,Turista econômico
Lazer,Família com crianças,Conhecer pontos turísticos principais,2025-07-05,2025-07-10,São Paulo - SP,Ensino Médio,CLT,6 a 10 salários mínimos,725.62,Familia de parques aquaticos
Negócios,Grupo de amigos,Hoteis,2025-03-27,2025-03-28,São Paulo - SP,Superior Completo,Aposentado,Até 3 salários mínimos,168.77,Turista Corporativo
Visitar familiares,Sozinho,Hoteis,2025-12-31,2026-01-02,Campinas - SP,Ensino Médio,Estudante,Até 3 salários mínimos,1581.27,Turista fiel premium
Lazer,Casal,"Restaurantes, parques, saídas à noite",2025-08-16,2025-08-17,São Paulo - SP,Superior Completo,CLT,Mais de 10 salários mínimos,661.27,Casal de fim de semana
Visitar familiares,Família com crianças,Parques aquáticos,2025-02-26,2025-03-03,Ribeirão Preto - SP,Superior Completo,CLT,6 a 10 salários mínimos,908.53,Familia de parques aquaticos
Visitar familiares,Casal,Participar de eventos da cidade,2025-07-23,2025-07-30,Ribeirão Preto - SP,Superior Incompleto,Estudante,Até 3 salários mínimos,284.84,Turista econômico
Lazer,Família com crianças,Parques aquáticos,2025-02-18,2025-02-25,São Paulo - SP,Ensino Médio,Servidor Público,Mais de 10 salários mínimos,744.22,Familia de parques aquaticos
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-18,2025-07-27,São Paulo - SP,Pós-graduação,Assalariado,Mais de 10 salários mínimos,1375.65,Turista econômico
Visitar familiares,Família com crianças,Conhecer pontos turísticos principais,2025-07-12,2025-07-18,Belo Horizonte - MG,Ensino Médio,Servidor Público,Até 3 salários mínimos,127.04,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2025-06-05,2025-06-09,Ribeirão Preto - SP,Pós-graduação,Servidor Público,Mais de 10 salários mínimos,1961.09,Turista fiel premium
Lazer,Grupo de amigos,Parques aquáticos,2025-07-19,2025-07-24,São Paulo - SP,Superior Completo,Servidor Público,6 a 10 salários mínimos,602.73,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-01-16,2025-01-17,Campinas - SP,Superior Incompleto,Servidor Público,Até 3 salários mínimos,238.77,Turista Corporativo
Lazer,Família com crianças,Parques aquáticos,2025-12-01,2025-12-06,São Paulo - SP,Superior Incompleto,Aposentado,6 a 10 salários mínimos,507.52,Familia de parques aquaticos
Visitar familiares,Família com crianças,Hoteis,2025-02-15,2025-02-24,Campinas - SP,Pós-graduação,Servidor Público,6 a 10 salários mínimos,979.9,Turista econômico
Lazer,Família com crianças,Hoteis,2025-12-22,2025-12-28,Campinas - SP,Pós-graduação,Servidor Público,3 a 6 salários mínimos,129.69,Turista econômico
Visitar familiares,Família com crianças,Hoteis,2025-10-12,2025-10-14,Curitiba - PR,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1064.78,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-12-29,2026-01-03,Curitiba - PR,Superior Incompleto,Empresário/Profissional Liberal,Mais de 10 salários mínimos,714.06,Familia de parques aquaticos
Visitar familiares,Grupo de amigos,Hoteis,2025-12-24,2025-12-29,São Paulo - SP,Pós-graduação,Estudante,Até 3 salários mínimos,1575.06,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-01-14,2025-01-21,Belo Horizonte - MG,Ensino Médio,Aposentado,6 a 10 salários mínimos,664.68,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-12-23,2025-12-28,São Paulo - SP,Superior Incompleto,Servidor Público,3 a 6 salários mínimos,316.72,Familia de parques aquaticos
Lazer,Família com crianças,Parques aquáticos,2025-11-04,2025-11-09,Ribeirão Preto - SP,Superior Completo,Estudante,6 a 10 salários mínimos,653.02,Familia de parques aquaticos
Visitar familiares,Sozinho,Hoteis,2026-01-01,2026-01-05,Curitiba - PR,Superior Completo,Aposentado,3 a 6 salários mínimos,502.56,Turista fiel premium
Lazer,Família com crianças,Parques aquáticos,2025-12-01,2025-12-05,Campinas - SP,Pós-graduação,Empresário/Profissional Liberal,Mais de 10 salários mínimos,1844.69,Familia de parques aquaticos
Negócios,Sozinho,Hoteis,2025-02-17,2025-02-20,São Paulo - SP,Ensino Médio,Servidor Público,3 a 6 salários mínimos,138.8,Turista Corporativo
Eventos,Família com crianças,Participar de eventos da cidade,2025-08-20,2025-08-26,Goiânia - GO,Superior Incompleto,Aposentado,3 a 6 salários mínimos,416.95,Turista de Evento
Visitar familiares,Casal,Conhecer pontos turísticos principais,2025-12-14,2025-12-20,São Paulo - SP,Superior Completo,Assalariado,Até 3 salários mínimos,180.43,Turista econômico
Eventos,Casal,Participar de eventos da cidade,2025-08-19,2025-08-23,Belo Horizonte - MG,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,362.69,Turista de Evento
Lazer,Família com crianças,Participar de eventos da cidade,2025-09-05,2025-09-12,São José do Rio Preto - SP,Superior Incompleto,Servidor Público,6 a 10 salários mínimos,645.74,Familia de parques aquaticos
Negócios,Família com crianças,Hoteis,2025-05-19,2025-05-22,São Paulo - SP,Superior Completo,CLT,6 a 10 salários mínimos,465.46,Turista Corporativo
Negócios,Família com crianças,Conhecer pontos turísticos principais,2025-01-29,2025-02-07,São Paulo - SP,Ensino Médio,Empresário/Profissional Liberal,Mais de 10 salários mínimos,212.28,Turista econômico
Eventos,Casal,Parques aquáticos,2025-07-31,2025-08-04,Campinas - SP,Superior Completo,CLT,6 a 10 salários mínimos,481.17,Familia de parques aquaticos
